소재지면적,대피가능인원수,소재지전체주소,좌표정보(X),좌표정보(Y),id
498,604,경기도 안산시 상록구 본오동 988번지,187652.4222,420381.4395,8
1156,1401,경기도 안산시 상록구 성포동 585번지 2호,186636.8968,424183.7351,8
2429,2944,경기도 안산시 상록구 성포동 585번지 3호,186672.2362,424125.5667,8
38957,47221,경기도 안산시 단원구 고잔동 586번지,184566.6953,424464.957,8
65118,78931,경기도 안산시 단원구 선부동 73번지 1호,182065.9573,426901.9401,8
58166,70504,경기도 안산시 상록구 성포동 747번지,,,8
7979.98,9673,경기도 안산시 상록구 본오동 877번지 8호,187781.6078,422247.1847,8
149,181,경기도 안산시 상록구 본오동 523번지 1호,187611.5899,420622.7637,8
495.87,601,경기도 안산시 상록구 사동 1198번지 4호,186722.2172,422251.1443,8
3305.8,4007,경기도 안산시 단원구 고잔동 605번지 1호,184679.8606,425068.5293,8
1580.04,1915,경기도 안산시 단원구 와동 723번지 1호,184346.9201,425666.7217,8
6017,7293,경기도 안산시 단원구 고잔동 702번지,184557.301,423574.199,8
5049,6120,경기도 안산시 단원구 고잔동 767번지,185232.5669,423202.1037,8
33775,40939,경기도 안산시 단원구 초지동 731번지,183820.6968,422668.2253,8
1923,2331,경기도 안산시 단원구 고잔동 714번지,184518.8879,423020.6744,8
4678,5670,경기도 안산시 단원구 고잔동 712번지,184285.1229,423272.6894,8
5760,6982,경기도 안산시 단원구 선부동 978번지 1호 효성아파트,182133.7831,426290.9085,8
4567,5536,경기도 안산시 단원구 고잔동 765번지,185774.1605,423161.9584,8
5308.33,6434,경기도 안산시 단원구 원곡동 828번지 5호 벽산블루밍아파트 111동,182169.9194,425193.7911,8
5218.3,6325,경기도 안산시 단원구 원곡동 847번지 한화꿈에그린아파트 108동,182445.8166,425005.6854,8
1536.37,1862,경기도 안산시 상록구 본오동 878번지 6호,187725.5149,422176.1188,8
7625.99,9244,경기도 안산시 상록구 본오동 874번지,187852.5356,422244.1781,8
661.16,801,경기도 안산시 단원구 고잔동 661번지 2호,184188.4391,424855.3661,8
3033,3676,경기도 안산시 상록구 사사동 413번지,192556.6685,421458.4873,8
1652.9,2004,경기도 안산시 상록구 부곡동 587번지,188207.3671,424931.1706,8
639,775,경기도 안산시 상록구 사동 1538번지 1호,186582.1322,422451.4273,8
15206.68,18432,경기도 안산시 상록구 이동 664번지 1호,186021.458,423008.9407,8
3305.8,4007,경기도 안산시 상록구 이동 664번지,186053.6483,423229.7011,8
953.12,1155,경기도 안산시 상록구 부곡동 663번지,187726.6468,425776.354,8
1235,1497,경기도 안산시 단원구 고잔동 539번지 10호,185916.8114,424036.4751,8
495.87,601,경기도 안산시 단원구 고잔동 665번지,184123.0526,424681.9778,8
165,200,경기도 안산시 상록구 본오동 902번지,187691.7155,421030.6184,8
5077,6154,경기도 안산시 단원구 고잔동 781번지,185215.0289,422708.1778,8
3325,4030,경기도 안산시 단원구 고잔동 766번지,185527.4193,423198.5774,8
216,262,경기도 안산시 상록구 팔곡이동 376번지 4호,189701.847,421722.7558,8
2626,3183,경기도 안산시 단원구 고잔동 780번지,185487.692,422679.5388,8
330.58,401,경기도 안산시 단원구 고잔동 609번지,184479.3045,425456.5913,8
26182,31736,경기도 안산시 단원구 신길동 1438번지,180209.9761,426098.4544,8
3826,4638,경기도 안산시 단원구 선부동 1077번지 15호,183131.661,425640.8508,8
2578.52,3125,경기도 안산시 단원구 선부동 1085번지,183345.9143,426467.8309,8
1123,1361,경기도 안산시 상록구 장상동 10번지,188804.7505,428753.7136,8
5950.44,7213,경기도 안산시 단원구 선부동 1086번지,183607.8338,426385.0049,8
2343,2840,경기도 안산시 상록구 장상동 18번지 5호,188696.6072,428588.1924,8
165,200,경기도 안산시 상록구 본오동 723번지 2호,188310.3548,420661.0399,8
165,200,경기도 안산시 상록구 본오동 861번지,188159.1138,421207.7935,8
165,200,경기도 안산시 상록구 본오동 958번지,187555.5118,420515.2786,8
449,544,경기도 안산시 상록구 일동 120번지 5호,188257.8221,423126.6191,8
264.4,320,경기도 안산시 단원구 원곡동 773번지,181953.3636,425455.5006,8
2970,3600,경기도 안산시 단원구 원곡동 846번지 보성프라자,182360.5617,425167.8795,8
10670,12933,경기도 안산시 단원구 고잔동 720번지,184303.3486,422729.7962,8
10668,12931,경기도 안산시 단원구 선부동 1070번지 1호,183057.6812,426042.3875,8
6094,7387,경기도 안산시 단원구 고잔동 728번지,185273.0178,423524.6337,8
2062,2499,경기도 안산시 단원구 와동 723번지 4호,184496.1594,425566.961,8
2871,3480,경기도 안산시 단원구  851번지 1호,184307.1201,425564.6383,8
9928,12034,경기도 안산시 단원구 신길동 1563번지,181244.2321,426057.948,8
8675,10515,경기도 안산시 단원구 신길동 1446번지,179734.4141,426131.6428,8
6016,7292,경기도 안산시 단원구 신길동 1445번지,180018.5524,426083.808,8
398.4,483,경기도 안산시 상록구 부곡동 540번지 2호,187887.9666,425550.0821,8
3172,3845,경기도 안산시 단원구 고잔동 530번지 2호,185127.2588,424047.9137,8
7101,8607,경기도 안산시 단원구 신길동 1574번지,181220.2593,425794.1956,8
7167,8687,경기도 안산시 단원구 신길동 1518번지,180670.6167,426033.4855,8
18439,22350,경기도 안산시 단원구 신길동 1447번지,179964.9408,426179.3618,8
5669.22,6872,경기도 안산시 단원구 초지동 666번지 8호,183550.2755,424333.9726,8
7380,8945,경기도 안산시 단원구 고잔동 782번지,184960.4759,422659.9503,8
6611,8013,경기도 안산시 상록구 본오동 968번지 1호,187324.4677,420544.0608,8
257,312,경기도 안산시 상록구 본오동 727번지 9호,188444.6616,420709.5809,8
12185,14770,경기도 안산시 단원구 고잔동 516번지,184436.0904,424158.8253,8
1643,1992,경기도 안산시 상록구 사동 1537번지,186724.1515,422446.256,8
135,164,경기도 안산시 단원구 대부동동 1253번지 1호,163633.7458,416441.9663,8
8423,10210,경기도 안산시 단원구 선부동 1028번지 1호,182579.885,426659.8252,8
3815,4624,경기도 안산시 상록구 사동 1553번지,185820.2209,422468.3856,8
1610,1952,경기도 안산시 상록구 사동 1271번지,185280.8816,421578.1968,8
14546.06,17632,경기도 안산시 단원구 선부동 1086번지,183607.8338,426385.0049,8
6260.6,7589,경기도 안산시 상록구 사동 1585번지,186324.0035,422085.6041,8
9884.34,11981,경기도 안산시 단원구 초지동 738번지,183073.5399,422601.0354,8
2241,2716,경기도 안산시 상록구 본오동 879번지,187623.9059,422052.0946,8
1451.5,1759,경기도 안산시 상록구 본오동 879번지 15호,187613.9823,421894.0034,8
10003,12125,경기도 안산시 상록구 본오동 872번지 20호,187967.1017,421755.0334,8
406,492,경기도 안산시 상록구 일동 119번지 2호,188231.1238,423107.6673,8
5627,6821,경기도 안산시 단원구 고잔동 534번지 3호,185438.5223,424085.6456,8
8300,10061,경기도 안산시 단원구 신길동 1561번지,181241.6529,426319.182,8
14182,17190,경기도 안산시 단원구 원곡동 1509번지,180467.8247,426248.8189,8
2179.4,2642,경기도 안산시 단원구 와동 830번지 2호,184059.0489,425714.5764,8
2276.64,2760,경기도 안산시 단원구 와동 829번지,183754.9535,425732.9712,8
3076,3728,경기도 안산시 단원구 고잔동 776번지,185187.0015,422974.3909,8
4516,5474,경기도 안산시 상록구 사동 1343번지,187026.8282,421055.3562,8
5016,6080,경기도 안산시 상록구 사동 1345번지,186652.8875,421118.1114,8
4694,5690,경기도 안산시 상록구 사동 1346번지,186953.8819,420587.7263,8
13151,15941,경기도 안산시 단원구 고잔동 533번지 3호,185295.0846,424099.1713,8
5150,6242,경기도 안산시 상록구 건건동 665번지,191479.4193,422649.7609,8
32505.61,39401,경기도 안산시 단원구 선부동 1082번지,183202.5978,426210.4377,8
4877,5912,경기도 안산시 상록구 사동 1344번지 1호,187006.4753,420784.8465,8
5452,6608,경기도 안산시 상록구 사동 1344번지,186984.9826,420917.6206,8
4289,5199,경기도 안산시 상록구 사동 1345번지 2호,186641.6324,420799.354,8
610,739,경기도 안산시 상록구 성포동 585번지 1호,186625.5829,424244.2245,8
7200.55,8728,경기도 안산시 상록구 본오동 879번지 16호,187624.0418,421744.5494,8
4762,5772,경기도 안산시 상록구 사동 1506번지,186925.5645,419773.9945,8
234,284,경기도 안산시 상록구 사동 1273번지,185769.9091,420228.447,8
5006,6068,경기도 안산시 상록구 수암동 490번지,189418.5442,428794.1892,8
596,722,경기도 안산시 상록구 수암동 502번지 5호,188989.3766,429063.3595,8
1157,1402,경기도 안산시 상록구 수암동 504번지 3호,188856.4915,428945.5969,8
5135,6224,경기도 안산시 상록구 사동 1345번지 1호,186595.0921,420942.4858,8
4410,5345,경기도 안산시 상록구 사동 1505번지,186923.1984,419891.478,8
660,800,경기도 안산시 상록구 월피동 445번지 17호,186293.7765,425264.8371,8
1652,2002,경기도 안산시 상록구 월피동 445번지,186106.8326,425161.594,8
4297,5208,경기도 안산시 상록구 본오동 880번지,187595.9803,421479.054,8
10339,12532,경기도 안산시 단원구 선부동 1077번지 서울프라자,183276.5308,425771.6866,8
2919,3538,경기도 안산시 상록구 본오동 880번지,187595.9803,421479.054,8
15391,18656,경기도 안산시 상록구 본오동 871번지,187960.4293,421469.5178,8
398,482,경기도 안산시 단원구 고잔동 648번지,185620.5875,425205.1012,8
1395,1691,경기도 안산시 상록구 일동 95번지,188790.1608,423859.2899,8
6476,7850,경기도 안산시 상록구 사동 1536번지,187136.0095,422384.5574,8
1684,2041,경기도 안산시 상록구 사동 1532번지,186526.3007,422585.8264,8
12671,15359,경기도 안산시 단원구 고잔동 817번지,184197.7125,424213.9145,8
1871.1,2268,경기도 안산시 단원구 원곡동 762번지,181845.3323,425523.4469,8
1882,2281,경기도 안산시 상록구 팔곡일동 681번지,189889.1359,421841.71,8
1520,1842,경기도 안산시 상록구 사동 1534번지,186919.585,422773.0817,8
2985,3618,경기도 안산시 상록구 사동 1533번지,186758.3573,422643.3972,8
5637.58,6833,경기도 안산시 단원구 원곡동 938번지 경남아너스빌아파트 102동,182539.1395,425235.4212,8
5976.65,7244,경기도 안산시 단원구 원곡동 937번지 안산8차푸르지오 807동,182350.373,425361.4964,8
15511.48,18802,경기도 안산시 상록구 사동 1584번지 1호,186099.3413,422181.9737,8
1574,1908,경기도 안산시 상록구 본오동 779번지,188609.5916,421417.0838,8
365.5,443,경기도 안산시 단원구 원곡동 325번지 12호,181050.1287,425140.3257,8
6512,7893,경기도 고양시 덕양구 행신동 653번지 38호,184705.705,457334.9955,8
3758,4555,경기도 고양시 일산서구 대화동 2111번지,178611.8772,464279.343,8
3000,3636,경기도 고양시 일산서구 대화동 2026번지,178721.607,464476.2975,8
4923,5967,경기도 고양시 일산서구 주엽동 23번지,178845.0262,463346.6773,8
17463,21167,경기도 고양시 일산서구 주엽동 73번지,179238.7253,462941.2237,8
21822,26451,경기도 고양시 일산서구 주엽동 49번지,179437.9645,463268.0688,8
13636,16528,경기도 고양시 일산서구 일산동 1058번지,179149.2478,463952.4565,8
11445,13873,경기도 고양시 일산서구 일산동 1057번지,178923.8861,464087.8037,8
18364,22259,경기도 고양시 일산서구 주엽동 120번지,178525.4007,462813.3442,8
4744,5750,경기도 고양시 일산서구 주엽동 135번지,178404.1881,463157.4119,8
4708,5707,경기도 고양시 일산서구 주엽동 133번지,178226.6359,463243.2,8
40550,49152,경기도 고양시 덕양구 원흥동 670번지,189417.801,461090.0275,8
17824,21605,경기도 고양시 덕양구 원흥동 669번지,189228.1706,461004.7123,8
43282,52463,경기도 고양시 덕양구 도내동 1103번지,188340.255,458302.7869,8
22019,26690,경기도 고양시 덕양구 도내동 1011번지,188725.5039,458780.3346,8
37426,45365,경기도 고양시 덕양구 도내동 983번지,188375.3527,459066.113,8
23650,28667,경기도 고양시 일산동구 정발산동 785번지,179680.9003,462421.906,8
37633.52,45616,경기도 고양시 덕양구 삼송동 306번지,189881.7333,461187.7255,8
11205,13582,경기도 고양시 일산서구 대화동 2199번지,177939.5952,463713.0965,8
1980,2400,경기도 고양시 일산서구 대화동 2073번지,178351.9453,464823.7203,8
4139,5017,경기도 고양시 일산서구 대화동 2232번지,177369.4828,463416.0032,8
7399,8968,경기도 고양시 일산서구 대화동 2212번지,177933.9628,464109.7997,8
12827,15548,경기도 고양시 일산서구 대화동 2234번지,177527.6385,463374.5271,8
25000,30303,경기도 고양시 덕양구 관산동 996번지,188014.7715,465554.0637,8
27239,33017,경기도 고양시 일산서구 덕이동 1534번지,178224.8255,466758.2535,8
48456,58735,경기도 고양시 일산서구 덕이동 1524번지,178274.6124,467233.1954,8
7742,9384,경기도 고양시 덕양구 화정동 936번지,184868.92,459396.6268,8
3871,4692,경기도 고양시 덕양구 화정동 870번지,185457.6542,460001.9716,8
3871,4692,경기도 고양시 덕양구 화정동 870번지,185457.6542,460001.9716,8
5719,6932,경기도 고양시 덕양구 화정동 858번지,185122.4701,460512.0222,8
4935,5982,경기도 고양시 일산동구 중산동 1556번지,180479.1748,465875.3316,8
4578,5549,경기도 고양시 일산동구 중산동 1555번지,180589.4156,466125.8042,8
6843,8295,경기도 고양시 일산동구 정발산동 676번지,179802.1918,463043.2341,8
5196,6298,경기도 고양시 일산동구 정발산동 696번지,179694.687,462850.9895,8
2115,2564,경기도 고양시 일산동구 중산동 1575번지 4호,180869.0512,465183.8894,8
5440,6594,경기도 고양시 일산동구 중산동 1566번지 2호,180505.2686,465177.6701,8
3316,4019,경기도 고양시 일산동구 중산동 1573번지 7호,180664.9636,465408.8583,8
3812,4621,경기도 고양시 일산동구 장항동 751번지,179257.2614,462085.1275,8
4787,5802,경기도 고양시 일산동구 장항동 875번지,180001.0073,460808.3176,8
7491,9080,경기도 고양시 일산서구 대화동 1997번지,178573.6062,464872.1034,8
4290,5200,경기도 고양시 일산서구 대화동 2083번지,177958.6516,464509.911,8
11279.39,13672,경기도 고양시 덕양구 행신동 793번지,186073.9581,457237.9646,8
4357.04,5281,경기도 고양시 덕양구 행신동 788번지,186031.5796,456822.3961,8
6168.62,7477,경기도 고양시 덕양구 행신동 783번지,185838.8003,457094.9736,8
2508,3040,경기도 고양시 일산동구 마두동 765번지 1호,180358.26,461128.685,8
8179,9914,경기도 고양시 일산서구 일산동 1086번지,179426.8532,463799.3336,8
16034,19435,경기도 고양시 일산동구 마두동 787번지,180824.824,461113.1885,8
19443,23567,경기도 고양시 일산동구 마두동 783번지,181029.0258,461211.7606,8
4760.35,5770,경기도 고양시 덕양구 행신동 692번지,184970.1451,457339.7506,8
17490,21200,경기도 고양시 덕양구 토당동 259번지,183728.2494,458259.5078,8
10946,13268,경기도 고양시 일산동구 장항동 877번지,180165.1869,460545.1309,8
8685,10527,경기도 고양시 일산서구 주엽동 86번지,179194.933,462641.3826,8
2525,3061,경기도 고양시 일산동구 정발산동 1170번지,179906.5876,463232.7021,8
32179,39005,경기도 고양시 일산서구 가좌동 1105번지,175396.9981,464628.337,8
1778.52,2156,경기도 고양시 덕양구 관산동 126번지,188332.8805,465390.0993,8
18288,22167,경기도 고양시 일산서구 주엽동 60번지,179498.7128,462926.7768,8
21370,25903,경기도 고양시 일산서구 주엽동 65번지,179079.4482,463218.4796,8
16903.1,20489,경기도 고양시 일산동구 중산동 1800번지,181211.5084,463870.9798,8
5547.6,6724,경기도 고양시 일산동구 중산동 1802번지,181053.3445,463725.8885,8
7290,8836,경기도 고양시 덕양구 행신동 1091번지,186981.782,457424.0186,8
9044.67,10963,경기도 고양시 덕양구 화정동 1127번지,185356.9003,458555.9347,8
561.99,681,경기도 고양시 덕양구 화정동 1127번지,185356.9003,458555.9347,8
7910.78,9589,경기도 고양시 덕양구 화정동 988번지,185355.7067,459006.4795,8
3960,4800,경기도 고양시 일산서구 대화동 2095번지,177875.4659,464371.5661,8
21400,25939,경기도 고양시 일산서구 대화동 2215번지,177695.3901,464005.9793,8
7784,9435,경기도 고양시 일산동구 풍동 1283번지,181883.0281,462733.4327,8
9644,11690,경기도 고양시 일산동구 풍동 1286번지,182163.6475,462641.4181,8
11869,14387,경기도 고양시 일산동구 풍동 1127번지 1호,181291.3461,463148.407,8
11543,13992,경기도 고양시 일산동구 풍동 1222번지,181936.3864,462619.439,8
3633,4404,경기도 고양시 덕양구 화정동 961번지,185439.6666,459266.472,8
2659,3223,경기도 고양시 덕양구 화정동 961번지,185439.6666,459266.472,8
1782,2160,경기도 고양시 덕양구 고양동 103번지,191008.8908,466782.8711,8
7411,8983,경기도 고양시 일산서구 주엽동 84번지,179059.2943,462727.7572,8
10782,13069,경기도 고양시 일산서구 주엽동 83번지,179162.7664,462851.2506,8
13575.52,16455,경기도 고양시 덕양구 행신동 781번지,185881.5782,457221.8064,8
12221,14813,경기도 고양시 일산동구 중산동 1680번지,180503.3292,464253.5017,8
35878,43488,경기도 고양시 일산동구 중산동 1651번지,180529.6108,464626.3881,8
3223,3907,경기도 고양시 일산동구 중산동 1576번지,180671.1155,465002.4252,8
5012,6075,경기도 고양시 일산동구 중산동 1566번지,180374.0939,465163.6577,8
7989,9684,경기도 고양시 일산동구 중산동 1574번지,180681.6793,465208.3989,8
15950,19333,경기도 고양시 덕양구 행신동 1102번지,186965.3517,457274.4265,8
12234,14829,경기도 고양시 덕양구 화정동 870번지,185457.6542,460001.9716,8
4587,5560,경기도 고양시 덕양구 행신동 903번지,185795.4351,458421.0061,8
5442,6596,경기도 고양시 일산서구 주엽동 166번지 7호,178822.495,463157.38,8
4645,5630,경기도 고양시 일산서구 일산동 1686번지,180254.8824,464616.8972,8
7986,9680,경기도 고양시 덕양구 행신동 953번지,185725.4692,457849.8538,8
1989,2411,경기도 고양시 덕양구 행신동 946번지,185552.1719,458004.1934,8
165,200,경기도 고양시 덕양구 덕은동 257번지 1호,188677.0809,453134.2684,8
20803,25216,경기도 고양시 덕양구 고양동 197번지,191333.055,466710.8362,8
32846,39813,경기도 고양시 덕양구 고양동 719번지,191351.4156,467578.7143,8
11916,14444,경기도 고양시 일산동구 풍동 174번지,182744.9125,462567.659,8
3368,4082,경기도 고양시 일산동구 풍동 1223번지,181891.5432,463431.2657,8
12329,14944,경기도 고양시 일산동구 풍동 1261번지,182426.3101,463232.0346,8
4588,5561,경기도 고양시 일산서구 대화동 2236번지,177624.8751,463550.1775,8
5344,6478,경기도 고양시 일산서구 대화동 2228번지,177493.913,463641.4588,8
148,179,경기도 고양시 덕양구 덕은동 291번지,188818.7357,453516.7192,8
4698,5695,경기도 고양시 일산서구 일산동 973번지 31호,179028.0479,464923.9997,8
19503,23640,경기도 고양시 일산서구 주엽동 50번지,179227.5534,463386.2459,8
13527,16396,경기도 고양시 일산서구 주엽동 46번지,179627.0765,463180.9327,8
6700,8121,경기도 고양시 일산서구 탄현동 1484번지,179245.3406,465820.9472,8
7705,9339,경기도 고양시 일산서구 일산동 1055번지,178752.1623,464195.5173,8
6446,7813,경기도 고양시 일산동구 정발산동 1269번지,180958.6663,463269.1691,8
3762,4560,경기도 고양시 일산동구 정발산동 1141번지,180150.415,463686.1635,8
13278,16095,경기도 고양시 덕양구 고양동 240번지 6호,191144.788,466548.0713,8
19404,23520,경기도 고양시 일산서구 주엽동 81번지,179290.5023,462727.2394,8
18796,22783,경기도 고양시 일산서구 주엽동 63번지,179335.8688,463073.7118,8
6894,8356,경기도 고양시 일산동구 중산동 1720번지,181223.6263,464520.8728,8
1600,1939,경기도 고양시 일산동구 백석동 1183번지,181262.3986,460832.6707,8
6741,8171,경기도 고양시 일산동구 백석동 1190번지,181159.3686,460970.0347,8
3122,3784,경기도 고양시 덕양구 성사동 704번지 4호,185666.7076,461366.9209,8
21162,25651,경기도 고양시 일산서구 주엽동 117번지,178643.8232,462992.9284,8
12587,15257,경기도 고양시 일산서구 일산동 1694번지,179287.1987,465245.3177,8
2262,2742,경기도 고양시 덕양구 주교동 350번지 1호,185173.8895,462488.3463,8
15143,18355,경기도 고양시 덕양구 고양동 724번지,191560.6012,467813.713,8
1973,2392,경기도 고양시 일산동구 정발산동 1144번지,180062.5092,463519.8651,8
18376,22274,경기도 고양시 일산서구 일산동 1670번지,180119.5087,464378.9329,8
24423,29604,경기도 고양시 일산서구 일산동 651번지 1호,179944.2827,464544.9279,8
4509,5465,경기도 고양시 일산동구 마두동 1123번지,179964.4962,461868.3923,8
3324,4029,경기도 고양시 일산서구 일산동 583번지 68호,180202.3793,465102.288,8
5137,6227,경기도 고양시 덕양구 행신동 1002번지,185102.7763,458062.3064,8
4126,5001,경기도 고양시 일산서구 대화동 2000번지,178684.5127,464807.0309,8
11620,14085,경기도 고양시 일산서구 주엽동 8번지,178530.3406,463793.4769,8
12219,14811,경기도 고양시 일산서구 주엽동 6번지,178711.0094,463679.29,8
5355,6491,경기도 고양시 일산동구 정발산동 786번지,179811.9035,462448.466,8
4250,5152,경기도 고양시 일산서구 일산동 1050번지,178861.8226,464393.3838,8
14972,18148,경기도 고양시 일산서구 일산동 1069번지,179391.4854,464344.1822,8
5851.27,7092,경기도 고양시 덕양구 화정동 987번지,185322.9657,458800.3184,8
24146,29268,경기도 고양시 일산서구 주엽동 15번지,178348.8833,463464.1837,8
1469,1781,경기도 고양시 덕양구 토당동 853번지,184421.6659,458108.8429,8
4835.07,5861,경기도 고양시 덕양구 행신동 787번지,185837.6021,456817.9317,8
4274.23,5181,경기도 고양시 덕양구 행신동 702번지,185008.3106,456812.8627,8
7548.06,9149,경기도 고양시 덕양구 행신동 697번지,185045.4775,457109.567,8
6851.52,8305,경기도 고양시 덕양구 행신동 771번지,185624.8919,457096.9876,8
3141,3807,경기도 고양시 덕양구 행신동 983번지,185476.6823,457629.6375,8
4357,5281,경기도 고양시 일산동구 마두동 859번지,181303.9192,462492.2354,8
5209,6314,경기도 고양시 일산동구 마두동 861번지,181367.4991,462354.5799,8
3143,3810,경기도 고양시 일산동구 마두동 719번지,181335.0399,461761.8531,8
7507,9099,경기도 고양시 일산동구 마두동 717번지,181512.5136,461863.439,8
31338.98,37987,경기도 고양시 덕양구 화정동 948번지,184518.0973,458669.8632,8
5500,6667,경기도 고양시 일산동구 정발산동 720번지,179698.319,462594.848,8
60437,73257,경기도 고양시 일산동구 식사동 1565번지,183267.597,463969.5481,8
23841,28898,경기도 고양시 일산동구 식사동 1504번지,183659,464023,8
14808,17949,경기도 고양시 일산서구 일산동 1654번지,180258.0373,464378.691,8
14368,17416,경기도 고양시 일산서구 일산동 1101번지,179792.1963,463890.7043,8
18011,21832,경기도 고양시 일산서구 주엽동 98번지,178773.1125,462679.4558,8
9906,12007,경기도 고양시 일산서구 주엽동 90번지,179048.1465,462503.0966,8
15236,18468,경기도 고양시 일산서구 주엽동 101번지,178870.6127,462871.7661,8
19166,23232,경기도 고양시 일산서구 주엽동 38번지,179556.4027,463478.6854,8
8952,10851,경기도 고양시 일산서구 주엽동 17번지,178529.1368,463365.6236,8
1297.32,1573,경기도 고양시 덕양구 행신동 799번지,186255.6907,457020.8915,8
1952.86,2367,경기도 고양시 덕양구 행신동 798번지,186333.9113,457114.7247,8
5598,6785,경기도 고양시 덕양구 주교동 620번지 5호,185549.927,461713.2318,8
178867,216808,경기도 고양시 일산서구 탄현동 1640번지,179005.6651,465786.0297,8
9967.41,12082,경기도 고양시 덕양구 원흥동 615번지,188020.9707,460983.0438,8
15146,18359,경기도 고양시 일산서구 탄현동 1585번지,179605.2844,465528.3423,8
2200,2667,경기도 고양시 일산서구 탄현동 1583번지,179440.8539,465416.1543,8
1559,1890,경기도 고양시 일산서구 탄현동 1584번지,179381.4038,465511.6741,8
1559,1890,경기도 고양시 일산서구 탄현동 1584번지,179381.4038,465511.6741,8
2704,3278,경기도 고양시 일산동구 장항동 883번지,180178.1236,460901.4214,8
15630,18945,경기도 고양시 덕양구 행신동 1096번지,186691.0963,456971.6017,8
12756,15462,경기도 고양시 일산서구 일산동 960번지 6호,179121.6672,464852.3159,8
6560,7952,경기도 고양시 일산서구 일산동 1077번지,179556.5835,464033.7206,8
6338,7682,경기도 고양시 일산서구 탄현동 1480번지,179676.8589,466138.7355,8
9373,11361,경기도 고양시 일산서구 일산동 1090번지,179861.7389,463582.732,8
16670,20206,경기도 고양시 일산서구 일산동 1087번지,179672.0041,463676.5293,8
949.5,1151,경기도 고양시 덕양구 지축동 818번지 64호,192109.0586,460717.0667,8
519.01,629,경기도 고양시 덕양구 지축동 818번지 64호,192109.0586,460717.0667,8
10502,12730,경기도 고양시 덕양구 행신동 1068번지,186834.4306,457641.3376,8
7566,9171,경기도 고양시 덕양구 행신동 1088번지,186431.0831,457098.0712,8
2341,2838,경기도 고양시 덕양구 고양동 454번지,191055.248,466454.4498,8
7966,9656,경기도 고양시 덕양구 화정동 851번지,185511.3189,460477.5836,8
2456,2977,경기도 고양시 일산서구 대화동 2003번지,178793.8522,464608.288,8
4644,5629,경기도 고양시 일산서구 대화동 2002번지,178806.3459,464724.5608,8
40464,49047,경기도 고양시 덕양구 성사동 860번지,186070.7907,461919.8553,8
95302,115518,경기도 고양시 일산서구 덕이동 1535번지,178156.3519,466607.3613,8
76652,92912,경기도 고양시 일산서구 덕이동 1529번지,178150.3704,467032.0694,8
59604,72247,경기도 고양시 일산서구 덕이동 1540번지,178235.0981,466060.7135,8
7960,9648,경기도 고양시 일산동구 정발산동 1354번지,181074.8724,462885.9796,8
3102,3760,경기도 고양시 일산동구 백석동 1139번지,181658.9976,461056.1719,8
10346,12541,경기도 고양시 일산동구 백석동 1538번지,181106.3104,460205.3499,8
2409,2920,경기도 고양시 일산동구 풍동 385번지 1호,182121.2089,462185.0528,8
26854,32550,경기도 고양시 일산동구 풍동 532번지 35호,181895.4409,462457.2611,8
19945,24176,경기도 고양시 일산서구 대화동 2240번지,177925.65,463563.5603,8
5344,6478,경기도 고양시 일산서구 대화동 2115번지,178488.7039,464137.5475,8
8203,9943,경기도 고양시 일산서구 대화동 2081번지,178054.8765,464671.3343,8
18424,22332,경기도 고양시 일산서구 가좌동 1089번지,174988.0835,465006.9717,8
11163,13531,경기도 고양시 일산서구 대화동 1499번지,175998.0411,463065.1256,8
17898,21695,경기도 고양시 일산서구 주엽동 126번지,178130.0707,463067.8974,8
12239,14835,경기도 고양시 일산서구 주엽동 136번지,178471.2519,463262.0877,8
7671,9298,경기도 고양시 일산서구 주엽동 138번지,178291.4588,463361.2917,8
12919,15659,경기도 고양시 일산서구 주엽동 12번지,178602.7453,463495.4165,8
25745,31206,경기도 고양시 덕양구 원흥동 677번지,189644.2973,461145.3179,8
11805,14309,경기도 고양시 일산서구 대화동 2582번지,176501.0568,462954.8303,8
11809,14314,경기도 고양시 일산서구 대화동 2579번지,176435.2919,463186.8894,8
5757,6978,경기도 고양시 덕양구 성사동 727번지,185312.1478,461286.1772,8
5919,7175,경기도 고양시 일산서구 주엽동 14번지,178430.3031,463611.8688,8
20611,24983,경기도 고양시 일산서구 주엽동 32번지,179029.7359,463749.6059,8
12401,15032,경기도 고양시 일산서구 주엽동 5번지,178789.5743,463860.4883,8
5088,6167,경기도 고양시 일산서구 대화동 2571번지,176568.3887,463395.2764,8
661.16,801,경기도 고양시 덕양구 지축동 818번지 64호,192109.0586,460717.0667,8
7425,9000,경기도 고양시 일산서구 주엽동 75번지,179379.0744,462805.7399,8
8316,10080,경기도 고양시 덕양구 주교동 1633번지,185341.5785,462570.3725,8
4293,5204,경기도 고양시 일산동구 중산동 1554번지 2호,180716.3868,465816.1832,8
5414,6562,경기도 고양시 덕양구 행신동 1113번지,186804.9327,456781.5468,8
13890,16836,경기도 고양시 덕양구 행신동 1092번지,186844.6138,457288.5987,8
1165,1412,경기도 고양시 덕양구 고양동 255번지,191001.4227,466569.1958,8
3736,4528,경기도 고양시 일산동구 중산동 1573번지,180672.1498,465524.6061,8
6448,7816,경기도 고양시 일산동구 중산동 1575번지,180883.6332,465611.7098,8
6220,7539,경기도 고양시 덕양구 토당동 298번지,183790.5307,457868.6382,8
