소재지면적,대피가능인원수,소재지전체주소,좌표정보(X),좌표정보(Y),id
2783.84,3374,대구광역시 북구 관음동 1370번지,339180.1123,271678.3473,2
1857.92,2252,대구광역시 북구 관음동 1374번지,339359.7195,271558.2153,2
6605,8006,대구광역시 북구 매천동 595번지,339525.5846,267850.0769,2
8251,10001,대구광역시 북구 매천동 595번지 2호,339557.6067,267753.782,2
1294,1568,대구광역시 북구 검단동 1128번지 3호,346978.9801,269625.2587,2
1693,2052,대구광역시 북구 태전동 442번지,339969.4077,269780.6374,2
992,1202,대구광역시 북구 복현동 218번지,346399.5531,267409.8077,2
1668,2022,대구광역시 북구 고성동3가 103번지,342797.9626,265741.8006,2
1508,1828,대구광역시 북구 고성동3가 138번지,342769.184,265837.0198,2
8643.65,10477,대구광역시 북구 읍내동 1343번지 6호,339717.8716,271412.2226,2
8283,10040,대구광역시 북구 태전동 993번지,339707.016,271331.0883,2
8137,9863,대구광역시 북구 칠성동2가 115번지 5호,343732.7205,265949.9754,2
7914,9593,대구광역시 북구 서변동 1772번지,344127.4261,270420.0895,2
1254,1520,대구광역시 북구 서변동 1793번지,344131.9999,270016.2537,2
123,149,대구광역시 북구 태전동 254번지 3호,339192.7597,270483.0866,2
460,558,대구광역시 북구 대현동 270번지 7호,345339.6834,265831.436,2
13829,16762,대구광역시 북구 읍내동 1449번지,,,2
2003,2428,대구광역시 북구 복현동 76번지 1호,346071.5823,267827.2192,2
3364.06,4078,대구광역시 북구 관음동 1370번지,339180.1123,271678.3473,2
1145.5,1388,대구광역시 북구 읍내동 1351번지,340273.1908,272329.3445,2
483,585,대구광역시 북구 읍내동 1060번지,340211.538,272085.3878,2
3537.21,4288,대구광역시 북구 관음동 1370번지 1호,339075.995,271592.2276,2
1287,1560,대구광역시 북구 노원동3가 735번지 3호,341168.3879,266630.5258,2
49600,60121,대구광역시 북구 산격동 1629번지,344912.3589,268253.8303,2
54647,66239,대구광역시 북구 산격동 1676번지,345549.1102,268620.8457,2
2214,2684,대구광역시 북구 산격동 784번지 2호,343841.8283,267617.9677,2
755,915,대구광역시 북구 산격동 724번지 12호,343954.8899,267834.0909,2
2047,2481,대구광역시 북구 동천동 880번지 1호,340760.593,271386.992,2
755,915,대구광역시 북구 산격동 724번지 12호 105동,343954.8899,267834.0909,2
6606,8007,대구광역시 북구 산격동 1404번지 19호,344626.1331,266762.2474,2
641,777,대구광역시 북구 동변동 697번지,344791.8471,269741.9821,2
2075,2515,대구광역시 수성구 지산동 1288번지,348210.2761,259327.4553,2
2310,2800,대구광역시 수성구 지산동 1270번지 1호,347779.9966,259495.6001,2
3623,4392,대구광역시 수성구 지산동 1269번지 1호,347787.2558,259654.0275,2
21981,26644,대구광역시 수성구 만촌동 816번지,349406.437,262298.5362,2
5127,6215,대구광역시 수성구 만촌동 777번지,349673.1538,262445.5869,2
73827,89487,대구광역시 수성구 범어동 2237번지,346968.0347,263912.8256,2
5520,6691,대구광역시 수성구 매호동 750번지,354030.8221,262129.6871,2
17222,20875,대구광역시 수성구 파동 211번지,346170,258201,2
40011,48498,대구광역시 수성구 파동 53번지,345629.2483,259310.2016,2
14330,17370,대구광역시 수성구 상동 72번지,345464.4938,260960.5058,2
2088,2531,대구광역시 수성구 지산동 1297번지 3호,348304.2647,259445.1711,2
3415,4139,대구광역시 수성구 지산동 1272번지 2호,347579.2191,259209.8294,2
9301,11274,대구광역시 수성구 범어동 205번지 2호,347357.0379,263325.2171,2
9909,12011,대구광역시 수성구 사월동 325번지,355252.8908,261118.8234,2
6729,8156,대구광역시 수성구 시지동 349번지,353185.1491,261397.0202,2
7819,9478,대구광역시 수성구 시지동 250번지 1호,352998.306,261681.5689,2
6162,7469,대구광역시 수성구 연호동 552번지,351077.1981,261997.4821,2
23272,28208,대구광역시 수성구 신매동 30번지 5호,354859.8784,260997.4364,2
3135,3800,대구광역시 수성구 지산동 1234번지 1호 지산리더스,347376.3537,259282.4696,2
2711,3286,대구광역시 수성구 지산동 1273번지,347792.176,259143.9238,2
5310,6436,대구광역시 수성구 지산동 1272번지 3호,347664.6209,259179.1531,2
4940,5988,대구광역시 수성구 지산동 1269번지,347654.2499,259728.0866,2
3953,4792,대구광역시 수성구 지산동 1270번지,347650.7237,259549.2293,2
73824,89484,대구광역시 수성구 범어동 179번지,347067.2261,263458.522,2
25567,30990,대구광역시 수성구 수성동3가 57번지,346260.2374,262934.15,2
1682,2039,대구광역시 수성구 범어동 1번지,347005.7796,264122.3239,2
24898,30179,대구광역시 수성구 범어동 2030번지,346481.2884,264022.1703,2
3422,4148,대구광역시 수성구 범물동 1269번지,348383.678,259274.066,2
8078,9792,대구광역시 수성구 만촌동 889번지,349281.1478,262953.71,2
5610,6800,대구광역시 수성구 범물동 1382번지,348327.2392,258524.5549,2
2798,3392,대구광역시 수성구 범물동 1372번지,348314.6968,258667.0897,2
9553,11579,대구광역시 수성구 수성동4가 1085번지 32호,345996.6516,263381.7507,2
2240,2715,대구광역시 수성구 지산동 761번지,347247.3902,260257.7486,2
9213,11167,대구광역시 수성구 만촌동 995번지 1호,348832.8028,263868.5084,2
660,800,대구광역시 수성구 범어동 238번지 3호,347213.9989,263247.6136,2
2567,3112,대구광역시 수성구 황금동 705번지 1호,346540.9984,262334.7467,2
1980,2400,대구광역시 수성구 지산동 359번지 1호,347981.9877,259741.0808,2
5087,6166,대구광역시 수성구 매호동 1331번지,353934.9576,261699.0732,2
16500,20000,대구광역시 수성구 수성동1가 272번지 11호,345387.0558,262779.7741,2
8946,10844,대구광역시 수성구 수성동1가 613번지,345429.9062,262646.3001,2
2461,2983,대구광역시 수성구 수성동1가 96번지 14호,345286.0303,263270.2838,2
21408,25949,대구광역시 수성구 두산동 113번지,346586.098,261066.0952,2
4620,5600,대구광역시 수성구 범어동 88번지,348086.7992,262809.5644,2
10985,13315,대구광역시 수성구 황금동 366번지,347544.0892,261408.2129,2
1166,1413,대구광역시 수성구 만촌동 1172번지 1호,349017.2738,262082.7697,2
4152,5033,대구광역시 수성구 만촌동 272번지,349244.7193,265051.9006,2
24703,29943,대구광역시 수성구 만촌동 1429번지 5호,348062.8608,264399.0614,2
4618,5598,대구광역시 수성구 범어동 63번지 100호,348372.9919,263097.5256,2
20215,24503,대구광역시 수성구 범어동 2235번지,347613.089,262941.6986,2
39220,47539,대구광역시 수성구 수성동1가 96번지 9호,345271.0041,262952.8741,2
17842,21627,대구광역시 수성구 범어동 35번지 1호,346775.2632,263615.2448,2
29858,36192,대구광역시 수성구 범어동 966번지 1호,346292.6365,263923.2137,2
41258,50010,대구광역시 수성구 수성동4가 1017번지 1호,346157.1145,263662.9425,2
15788,19137,대구광역시 수성구 두산동 789번지,346719.3776,259254.9974,2
30800,37333,대구광역시 수성구 두산동 105번지,346571.1688,260826.314,2
4122,4996,대구광역시 수성구 파동 486번지 1호,346558.0412,257470.1782,2
20532,24887,대구광역시 수성구 범어동 808번지,346441.8784,262837.3865,2
8318,10082,대구광역시 수성구 범어동 835번지 범어역,347357.0379,263325.2171,2
42578,51610,대구광역시 수성구 황금동 369번지,347385.9753,261131.8562,2
51268,62143,대구광역시 수성구 황금동 368번지,347883.6866,261484.2415,2
8972,10875,대구광역시 수성구 만촌동 1320번지,348475.3395,263335.8325,2
8922,10815,대구광역시 수성구 황금동 99번지 1호,347818.5654,262121.1695,2
12619,15296,대구광역시 수성구 만촌동 1356번지 3호,347562.5398,264565.6342,2
28010,33952,대구광역시 수성구 수성동4가 1115번지 16호,345764.7484,263952.2283,2
7735,9376,대구광역시 수성구 범물동 1285번지,348614.8151,258914.1708,2
7679,9308,대구광역시 수성구 황금동 843번지 1호,346641.3151,261620.3529,2
4250,5152,대구광역시 수성구 범물동 1261번지,348506.4225,259488.8248,2
3425,4152,대구광역시 수성구 범물동 1269번지,348383.678,259274.066,2
5336,6468,대구광역시 수성구 신매동 579번지,354196.7134,260970.2782,2
3926,4759,대구광역시 수성구 시지동 141번지 5호,353031.8421,261796.062,2
8653,10488,대구광역시 수성구 신매동 10번지 1호,354947.1378,261052.6634,2
7966,9656,대구광역시 수성구 매호동 815번지 5호,353919.8497,261490.5155,2
16944,20538,대구광역시 수성구 연호동 154번지 5호,351415.5513,261790.8693,2
3659,4435,대구광역시 수성구 범물동 887번지,348969.9752,258447.07,2
5758,6979,대구광역시 수성구 범물동 1328번지,348319.4457,258869.9886,2
1768,2143,대구광역시 수성구 범물동 1332번지,348169.5371,258915.5203,2
86207,104493,대구광역시 수성구 상동 555번지,345362.988,260217.8738,2
12422,15057,대구광역시 수성구 만촌동 605번지,348337.4308,265015.7076,2
9631,11674,대구광역시 수성구 매호동 979번지 4호,354207.5055,262011.9656,2
28615,34685,대구광역시 수성구 사월동 464번지,354924.1703,261436.3574,2
2956,3583,대구광역시 수성구 지산동 1271번지 1호,347712.3909,259349.9267,2
4579,5550,대구광역시 수성구 지산동 1257번지,347278.3486,259519.4422,2
5129,6217,대구광역시 수성구 지산동 1257번지 1호,347412.4228,259469.3874,2
1829,2217,대구광역시 수성구 지산동 1271번지,347581.0188,259402.132,2
3468,4204,대구광역시 수성구 지산동 1275번지,347853.6283,259282.2284,2
2584,3132,대구광역시 수성구 지산동 1190번지,347040.841,259111.4445,2
5520,6691,대구광역시 수성구 지산동 1137번지 3호,347062.2906,260067.0305,2
6203,7519,대구광역시 수성구 욱수동 130번지,354358.6231,260224.2024,2
17932,21736,대구광역시 수성구 욱수동 246번지,354481.5869,260634.2954,2
28526,34577,대구광역시 수성구 범어동 906번지 1호,347024.0379,262606.9795,2
1739,2108,대구광역시 수성구 지산동 720번지,347587.0642,260054.2669,2
1052,1275,대구광역시 수성구 지산동 1297번지,348360.5338,259545.9933,2
5194,6296,대구광역시 달서구 상인동 1520번지,339610.8935,258385.4555,2
6210,7527,대구광역시 달서구 상인동 1517번지,339393.0126,258572.0198,2
1105,1339,대구광역시 달서구 상인동 1515번지,339243.658,258431.5306,2
4107,4978,대구광역시 달서구 용산동 419번지 1호,336933.2501,263034.2359,2
5716,6928,대구광역시 달서구 용산동 501번지 2호,337093.9839,263201.4435,2
3676,4456,대구광역시 달서구 용산동 501번지 2호,337093.9839,263201.4435,2
3791,4595,대구광역시 달서구 용산동 419번지 1호,336933.2501,263034.2359,2
1706,2068,대구광역시 달서구 월성동 500번지 6호,338608.2363,259355.4752,2
2277,2760,대구광역시 달서구 월성동 500번지 7호,338524.8279,259447.6478,2
6768,8204,대구광역시 달서구 파호동 24번지,333202.476,262501.7393,2
9900,12000,대구광역시 달서구 파호동 89번지,333231.0309,262182.396,2
2098,2543,대구광역시 달서구 신당동 1675번지,335225.7284,263268.3347,2
3610,4376,대구광역시 달서구 신당동 1034번지 4호,334765.009,262274.5906,2
3291,3989,대구광역시 달서구 이곡동 1194번지,335513.7333,262629.3161,2
736,892,대구광역시 달서구 이곡동 1194번지 2호,335513.9941,262462.7453,2
4356,5280,대구광역시 달서구 용산동 501번지 2호,337093.9839,263201.4435,2
1303,1579,대구광역시 달서구 도원동 1429번지,338565.0226,257574.5447,2
8250,10000,대구광역시 달서구 이곡동 1256번지,336472.5145,262503.5026,2
6488,7864,대구광역시 달서구 이곡동 1330번지,336216.8938,263214.5531,2
1970,2388,대구광역시 달서구 이곡동 707번지 2호,336854.1931,262203.6244,2
3960,4800,대구광역시 달서구 신당동 682번지 30호,334458.6902,263635.2164,2
8910,10800,대구광역시 달서구 본리동 196번지 1호,339601.4733,260947.9986,2
7920,9600,대구광역시 달서구 본리동 193번지 3호,339772.0232,260943.6251,2
3892,4718,대구광역시 달서구 월성동 413번지,337176.9451,258669.6275,2
3265,3958,대구광역시 달서구 대천동 497번지 2호,337372.0623,258578.6297,2
3141,3807,대구광역시 달서구 대천동 326번지 1호,337316.2668,258763.489,2
1532,1857,대구광역시 달서구 월성동 891번지,337336.5213,260409.9676,2
2085,2527,대구광역시 달서구 이곡동 653번지 4호,336141.3145,262308.3729,2
5701,6910,대구광역시 달서구 월성동 536번지,338239.5857,259269.2189,2
4166,5050,대구광역시 달서구 월성동 1557번지 6호,337553.5738,258977.5924,2
3767,4566,대구광역시 달서구 월성동 1300번지,338068.5812,258870.9363,2
1211,1468,대구광역시 달서구 월성동 1261번지,337862.3608,259039.013,2
1093,1325,대구광역시 달서구 월성동 1329번지,337875.245,258880.1426,2
6337,7681,대구광역시 달서구 상인동 1597번지,339878.2543,258921.5034,2
6089,7381,대구광역시 달서구 상인동 1596번지,339605.5905,259057.414,2
4291,5201,대구광역시 달서구 상인동 87번지,338654.8202,258875.8635,2
1212,1469,대구광역시 달서구 상인동 171번지 1호,338508.0397,258645.861,2
2211,2680,대구광역시 달서구 상인동 133번지,338243.1046,258962.6914,2
1514,1835,대구광역시 달서구 상인동 750번지,339100.8286,258924.9452,2
330,400,대구광역시 달서구 성당동 670번지 31호,340000.0924,261870.2689,2
7368,8931,대구광역시 달서구 두류동 산 302번지 11호,341301.5547,262585.135,2
1980,2400,대구광역시 달서구 상인동 1474번지 1호,339414.8245,258008.0444,2
610,739,대구광역시 달서구 상인동 351번지 2호,338478.9988,258331.1704,2
2769,3356,대구광역시 달서구 진천동 15번지 1호,338183.6874,258689.2527,2
5426,6577,대구광역시 달서구 용산동 501번지 2호,337093.9839,263201.4435,2
3400,4121,대구광역시 달서구 호산동 711번지,334458.0874,261027.0922,2
1788,2167,대구광역시 달서구 상인동 1591번지,340315.9847,257508.9828,2
2145,2600,대구광역시 달서구 상인동 1587번지,340083.7818,257495.4641,2
3616,4383,대구광역시 달서구 상인동 1557번지,339702.7075,257933.9279,2
2603,3155,대구광역시 달서구 도원동 1442번지,338606.4565,257250.0668,2
2575,3121,대구광역시 달서구 도원동 677번지 1호,339959.8173,257243.4984,2
7811,9468,대구광역시 달서구 송현동 950번지,340042.2621,260332.0093,2
5897,7148,대구광역시 달서구 송현동 2041번지,339823.7132,259616.1146,2
3434,4162,대구광역시 달서구 도원동 1444번지,339246.7343,257269.4766,2
1980,2400,대구광역시 달서구 죽전동 338번지,338833.0495,262528.1575,2
3648,4422,대구광역시 달서구 두류동 1290번지 1호,340675.3455,263051.0837,2
3979,4823,대구광역시 달서구 죽전동 251번지,338962.1515,262515.1825,2
6451,7819,대구광역시 달서구 죽전동 368번지,338657.7541,263001.294,2
9504,11520,대구광역시 달서구 송현동 906번지,339324.3891,259405.7964,2
2227,2699,대구광역시 달서구 유천동 488번지,336277.3327,258115.2905,2
8230,9976,대구광역시 달서구 유천동 396번지,336749.9375,257757.5066,2
4392,5324,대구광역시 달서구 진천동 472번지,337590.5889,257792.0092,2
8746,10601,대구광역시 달서구 용산동 937번지,337816.5238,262917.2276,2
7708,9343,대구광역시 달서구 용산동 929번지,337948.9712,263069.4304,2
5478,6640,대구광역시 달서구 용산동 928번지,337807.1494,263066.67,2
7870,9539,대구광역시 달서구 용산동 919번지,337954.8877,263227.5405,2
5204,6308,대구광역시 달서구 용산동 914번지,338339.0011,263381.1129,2
2945,3570,대구광역시 달서구 용산동 911번지,337950.916,263378.3459,2
1174,1423,대구광역시 달서구 용산동 807번지,338248.8412,262535.4427,2
67520,81842,대구광역시 달서구 용산동 230번지 10호,337841.5075,262262.872,2
468,567,대구광역시 달서구 두류동 495번지 45호,339924.4916,262707.1102,2
1126,1365,대구광역시 달서구 장동 306번지 70호,336190.159,260890.3046,2
1880,2279,대구광역시 달서구 감삼동 702번지,338484.6286,262062.395,2
1287,1560,대구광역시 달서구 월성동 283번지 2호,338604.1952,260078.1596,2
808,979,대구광역시 달서구 월성동 282번지,338513.1382,260006.2813,2
5959,7223,대구광역시 달서구 도원동 1440번지,338238.5223,257349.0988,2
8989,10896,대구광역시 달서구 도원동 1428번지,338199.2297,257564.7878,2
4821,5844,대구광역시 달서구 도원동 1457번지,338610.7059,257006.1783,2
1521,1844,대구광역시 달서구 도원동 1429번지,338565.0226,257574.5447,2
6299,7635,대구광역시 달서구 도원동 1443번지,338899.4128,257234.5371,2
4953,6004,대구광역시 달서구 도원동 1438번지,338969.4808,257548.4919,2
732,887,대구광역시 달서구 도원동 1439번지,339231.6744,257478.4644,2
4950,6000,대구광역시 달서구 호산동 350번지,333629.7954,262208.3882,2
1049,1272,대구광역시 달서구 송현동 1991번지,340703.6301,259794.6778,2
4107,4978,대구광역시 달서구 용산동 419번지 1호,336933.2501,263034.2359,2
1320,1600,대구광역시 달서구 송현동 110번지,340052.1732,260445.1219,2
1865,2261,대구광역시 달서구 본리동 352번지 4호,338924.2669,260828.6114,2
231,280,대구광역시 달서구 본동 616번지 2호,338544.2006,260385.3445,2
6854,8308,대구광역시 달서구 본동 276번지,339778.5389,260562.2019,2
5676,6880,대구광역시 달서구 본동 247번지,339593.5882,260654.9551,2
198,240,대구광역시 달서구 본동 831번지,339360.5005,260479.6468,2
5656,6856,대구광역시 달서구 진천동 595번지,337507.2831,258188.861,2
7702,9336,대구광역시 달서구 진천동 490번지,337714.0293,257953.7138,2
1886,2286,대구광역시 달서구 장기동 551번지,338437.0008,261319.1977,2
5589,6775,대구광역시 달서구 장기동 813번지 1호,338088.1986,261689.071,2
6399,7756,대구광역시 달서구 감삼동 521번지,338560.6949,261656.2406,2
7961,9650,대구광역시 달서구 두류동 486번지 2호,340425.6126,262761.1637,2
1930,2339,대구광역시 달서구 호산동 102번지 2호,333551.3592,262424.2856,2
6805,8248,대구광역시 달서구 장기동 814번지 1호,337867.8727,261646.1359,2
9586,11619,대구광역시 달서구 송현동 1943번지,339838.1804,259501.0862,2
5016,6080,대구광역시 달서구 진천동 608번지 4호,337540.2635,258148.2307,2
4907,5948,대구광역시 달서구 진천동 49번지 4호,338245.6827,258422.2134,2
2310,2800,대구광역시 달서구 두류동 135번지 13호,340906.7774,263170.3222,2
224,272,대구광역시 달서구 두류동 1207번지 1호,342015.5112,263182.134,2
8510,10315,대구광역시 달서구 상인동 1598번지,339045.0702,257803.9866,2
5171,6268,대구광역시 달서구 상인동 1106번지 1호,339583.2552,257863.0701,2
5000,6061,대구광역시 달서구 상인동 821번지,339817.103,258768.4188,2
1066,1292,대구광역시 달서구 상인동 95번지,338523.8588,258832.7867,2
2295,2782,대구광역시 달서구 상인동 150번지 11호,338400.0568,258779.9261,2
3715,4503,대구광역시 달서구 상인동 113번지,338493.7348,259043.2042,2
4125,5000,대구광역시 달서구 상인동 1523번지,339420.1107,258267.0073,2
5606,6795,대구광역시 달서구 상인동 1514번지,339164.8552,258544.0879,2
6807,8251,대구광역시 달서구 상인동 1501번지,339274.056,258709.7725,2
693,840,대구광역시 달서구 송현동 540번지,339598.6714,260132.0201,2
4290,5200,대구광역시 달서구 송현동 50번지,339958.7771,260652.4089,2
2039,2472,대구광역시 달서구 상인동 1524번지,339493.1273,258165.5825,2
2356,2856,대구광역시 달서구 월성동 277번지 3호,338338.2274,259813.309,2
5596,6783,대구광역시 달서구 월성동 89번지,338209.5958,259686.8197,2
2613,3167,대구광역시 달서구 상인동 1592번지,340631.4421,257515.5382,2
4375,5303,대구광역시 달서구 상인동 1563번지,340294.812,257685.9905,2
4616,5595,대구광역시 달서구 상인동 1551번지,339830.7857,258130.3625,2
216,262,대구광역시 달서구 상인동 1553번지 5호,339750.1372,258078.1024,2
2052,2487,대구광역시 달서구 상인동 1516번지,339331.6614,258346.1547,2
706,856,대구광역시 달서구 월성동 500번지 9호,338410.4375,259551.8703,2
462,560,대구광역시 달서구 두류동 150번지 6호,340804.7464,263127.2217,2
2349,2847,대구광역시 달서구 대곡동 1028번지,337611.8774,257366.2952,2
3045,3691,대구광역시 달서구 대곡동 66번지,337004.696,257659.434,2
1980,2400,대구광역시 달서구 진천동 241번지 3호,337994.3199,258171.8028,2
950,1152,대구광역시 달서구 월성동 275번지,338399.6107,260127.2075,2
2323,2816,대구광역시 달서구 월성동 247번지,338066.7848,260422.6434,2
232,281,대구광역시 달서구 월성동 283번지 1호,338566.5996,260037.4844,2
5467,6627,대구광역시 달서구 월성동 777번지 2호,337696.0993,259494.1407,2
3249,3938,대구광역시 달서구 월성동 1551번지,337678.7324,259052.1153,2
3147,3815,대구광역시 달서구 월성동 585번지,338124.8292,259124.4194,2
5210,6315,대구광역시 달서구 월성동 120번지,337885.9243,259679.9333,2
1815,2200,대구광역시 달서구 송현동 702번지,340383.7163,259292.9321,2
8763,10622,대구광역시 달서구 용산동 936번지,337951.5102,262919.9445,2
9224,11181,대구광역시 달서구 용산동 935번지,338096.4566,262922.7054,2
231,280,대구광역시 달서구 성당동 72번지 10호,341800.6342,262257.134,2
2032,2463,대구광역시 달서구 성당동 695번지 44호,339728.4036,262089.0221,2
2389,2896,대구광역시 달서구 월성동 247번지,338066.7848,260422.6434,2
2287,2772,대구광역시 달서구 이곡동 1308번지 1호,335943.7839,263032.8045,2
2640,3200,대구광역시 달서구 이곡동 1189번지 2호,335710.0829,263046.7099,2
831,1007,대구광역시 달서구 월성동 281번지,338447.62,259925.6185,2
3387,4105,대구광역시 달서구 이곡동 1191번지,335707.7432,262821.9934,2
1485,1800,대구광역시 달서구 감삼동 553번지 8호,338367.6944,261881.5764,2
25655,31097,대구광역시 달서구 대곡동 1126번지 수목원서한이다음아파트,,,2
7986,9680,대구광역시 달서구 용산동 918번지,338099.8038,263230.3114,2
9220,11176,대구광역시 달서구 용산동 414번지 4호,337189.3882,262643.9411,2
3440,4170,대구광역시 달서구 용산동 414번지 4호,337189.3882,262643.9411,2
3385,4103,대구광역시 달서구 용산동 215번지 9호,337987.181,262069.3406,2
7199,8726,대구광역시 달서구 장기동 809번지,337814.3445,261884.5278,2
3044,3690,대구광역시 달서구 감삼동 461번지,338687.8801,261988.4322,2
8014,9714,대구광역시 달서구 감삼동 287번지 57호,339326.9235,261546.6017,2
594,720,대구광역시 달서구 감삼동 131번지 2호,339411.5449,262224.4633,2
2445,2964,대구광역시 달서구 감삼동 105번지 2호,339756.4959,262578.503,2
6811,8256,대구광역시 달서구 월성동 277번지,338195.9151,260007.3324,2
4686,5680,대구광역시 달서구 이곡동 1306번지 1호,336214.3061,263032.0834,2
9923,12028,대구광역시 달서구 이곡동 1332번지,336489.0124,263260.3868,2
3234,3920,대구광역시 달서구 이곡동 1304번지 5호,336643.7676,262781.2338,2
3564,4320,대구광역시 달서구 이곡동 1258번지 3호,336549.1161,262335.6344,2
346,419,대구광역시 달서구 성당동 670번지 30호,339872.2693,261902.5913,2
1600,1939,대구광역시 달서구 도원동 1439번지,339231.6744,257478.4644,2
3775,4576,대구광역시 달서구 월성동 500번지,338387.8289,259403.5816,2
4910,5952,대구광역시 달서구 월성동 364번지,338506.1708,259663.7273,2
1320,1600,대구광역시 달서구 신당동 1660번지 1호,334847.1919,263255.9818,2
4445,5388,대구광역시 달서구 용산동 414번지 4호,337189.3882,262643.9411,2
3686,4468,대구광역시 달서구 용산동 956번지,337955.5681,262704.3154,2
15938,19319,대구광역시 달서구 용산동 917번지,338278.9792,263236.8943,2
14652,17760,대구광역시 달서구 용산동 221번지,338263.6883,262287.8006,2
7101,8607,대구광역시 달서구 대곡동 2번지 1호,336341.1051,257285.9287,2
330,400,대구광역시 달서구 월암동 1023번지,336688.0991,260318.1433,2
3627,4396,대구광역시 달서구 용산동 410번지 2호,337173.656,262329.2193,2
6156,7462,대구광역시 달서구 용산동 410번지 2호,337173.656,262329.2193,2
2500,3030,대구광역시 달서구 용산동 410번지 2호,337173.656,262329.2193,2
14256,17280,대구광역시 달서구 본리동 76번지 1호,339347.8149,261318.6961,2
7128,8640,대구광역시 달서구 본리동 74번지 1호,339107.3989,261309.8772,2
399,484,대구광역시 달서구 두류동 152번지,340913.0599,262563.9006,2
1663,2016,대구광역시 달서구 두류동 87번지 36호,341316.8913,263332.0345,2
312,378,대구광역시 달서구 두류동 148번지 3호,340690.9943,263002.2924,2
2270,2752,대구광역시 달서구 두류동 866번지 39호,341957.2995,263582.6031,2
12381,15007,대구광역시 달서구 성당동 834번지,339769.5042,261344.2198,2
3587,4348,대구광역시 달서구 성당동 87번지 1호,341698.6681,262185.1445,2
6672,8087,대구광역시 달서구 진천동 561번지 5호,337716.0361,258407.338,2
2883,3495,대구광역시 달서구 대곡동 1012번지,337140.8162,257387.3243,2
1865,2261,대구광역시 달서구 본동 687번지,338472.2672,260722.8966,2
8350,10121,대구광역시 달서구 성당동 840번지,339582.5107,261579.8981,2
433,525,대구광역시 달서구 이곡동 1298번지,336837.7304,262120.7298,2
9662,11712,대구광역시 달서구 용산동 955번지,338100.4255,262708.1761,2
6299,7635,대구광역시 달서구 상인동 204번지 4호,338918.115,258745.7922,2
4818,5840,대구광역시 달서구 유천동 298번지 1호,336459.1813,258022.3644,2
7023,8513,대구광역시 달서구 유천동 597번지,337149.5968,258257.9593,2
2728,3307,대구광역시 달서구 진천동 602번지,337473.8865,258337.2603,2
11504,13944,대구광역시 달서구 유천동 605번지,336814.2718,258312.6911,2
1770,2145,대구광역시 달서구 도원동 1464번지,339799.7136,257417.1418,2
1448,1755,대구광역시 달서구 감삼동 305번지,339454.0651,262523.0607,2
500,606,대구광역시 달서구 갈산동 971번지 5호,336011.1281,260576.1748,2
1730,2097,대구광역시 달서구 송현동 143번지 2호,340219.1311,260281.6463,2
80,97,대구광역시 달서구 장동 306번지 71호,336506.6957,260680.5411,2
8637,10469,대구광역시 달성군 현풍읍 485번지,331208,244543,2
9080,11006,대구광역시 달성군 현풍읍 486번지,331393,244495,2
10153,12307,대구광역시 달성군 현풍읍 484번지,331667,244798,2
10434,12647,대구광역시 달성군 현풍읍 488번지,331437,244348,2
7434,9011,대구광역시 달성군 현풍읍 487번지,331126,244385,2
11006,13341,대구광역시 달성군 구지면 1199번지,328437,240602,2
11579,14035,대구광역시 달성군 다사읍 870번지,332105,262461,2
12567,15233,대구광역시 달성군 다사읍 세천리 1566번지 1호,333711.315,265039.2307,2
10839,13138,대구광역시 달성군 다사읍 1125번지,334634,264118,2
7084,8587,대구광역시 달성군 다사읍 1118번지,334890.5517,264040.0348,2
5952,7215,대구광역시 달성군 다사읍 815번지,332321.657,262551.0413,2
2618,3173,대구광역시 달성군 다사읍 146번지 7호,335577.5199,265132.2561,2
4386,5316,대구광역시 달성군 다사읍 373번지,332102.1903,262589.0963,2
4331,5250,대구광역시 달성군 다사읍 129번지 1호,332801.9187,263290.2306,2
299,362,대구광역시 달성군 다사읍 56번지 1호,332041.7916,263418.159,2
5577,6760,대구광역시 달성군 다사읍 1543번지,332298.3551,263327.8507,2
3516,4262,대구광역시 달성군 다사읍 1539번지,332426.0567,263147.5676,2
11730,14218,대구광역시 달성군 다사읍 1538번지,332618.8679,263059.2244,2
6246,7571,대구광역시 달성군 다사읍 1537번지,332648.5958,263288.808,2
4278,5185,대구광역시 달성군 다사읍 473번지,331695.3258,264367.7702,2
957,1160,대구광역시 달성군 다사읍 719번지 26호,331794.9273,263420.183,2
4787,5802,대구광역시 달성군 현풍면 중리 481번지,331640.3052,244814.1153,2
42,51,대구광역시 달성군 하빈면 933번지 1호,330477.4273,267751.8714,2
11118,13476,대구광역시 달성군 유가읍 625번지,332565,244504,2
2570,3115,대구광역시 달성군 다사읍 719번지 3호,331781.7895,263289.8217,2
622,754,대구광역시 달성군 다사읍 302번지,332126.8636,263642.8504,2
5101,6183,대구광역시 달성군 화원읍 896번지 1호,335583,257099,2
8162,9893,대구광역시 달성군 구지면 1210번지,328728,240385,2
843,1022,대구광역시 달성군 가창면 34번지 2호,346888.368,257446.1622,2
2420,2933,대구광역시 달성군 가창면 465번지,347065.2581,256293.4247,2
696,844,대구광역시 달성군 가창면 33번지 20호,346710.9715,257145.5414,2
282,342,대구광역시 달성군 다사읍 716번지 3호,331604.3522,263400.1851,2
6392,7748,대구광역시 달성군 다사읍 세천리 1588번지,333525.59,264746.1953,2
